Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2019-02-08,3.6740970611572266,3.6847593732644013,3.5739191431657025,3.5883010149591295,461604000
2019-02-11,3.6314470767974854,3.6842634523855082,3.583093747140318,3.6299591583427118,495180000
2019-02-12,3.7484869956970215,3.764108959833563,3.655500116147598,3.6698822268461373,591060000
2019-02-13,3.7908895015716553,3.864039206200928,3.764357155662771,3.7779953083326685,605372000
2019-02-14,3.831804037094116,3.8600721330062493,3.746751920512363,3.789898023872436,827264000
2019-02-15,3.9014813899993896,4.06340226945263,3.8786686079384642,4.040589723869558,1516748000
2019-02-19,3.8841235637664795,3.9647123761538743,3.8717255032248925,3.890818724559441,551892000
2019-02-20,3.9314846992492676,3.998683187065061,3.9022250601115305,3.9133832668076223,540988000
2019-02-21,3.8625502586364746,3.9686791410512186,3.847920321606972,3.9441308511479014,448548000
2019-02-22,3.947355031967163,3.9662004262669313,3.900737676785942,3.9143758284204373,401740000
2019-02-25,3.9349567890167236,4.098365589907887,3.9262778151631865,4.030919267172402,656020000
2019-02-26,3.8955302238464355,3.986285458858409,3.8620548915384534,3.9302454095522523,488464000
2019-02-27,3.853623867034912,3.9076800986647706,3.7965917983401463,3.881147995106965,500256000
2019-02-28,3.8290507793426514,3.869759083485213,3.8067111248145284,3.8474191922354857,324944000
2019-03-01,3.883410692214966,3.9256079687334604,3.820610827482633,3.8789425726219817,357188000
2019-03-04,3.8916025161743164,3.9447216598636716,3.8350080626585235,3.9218853637226325,409992000
2019-03-05,3.8851478099823,3.9233736046391368,3.8216032260430954,3.8759634875826467,362924000
2019-03-06,3.77419376373291,3.884651842095021,3.771463416989917,3.8762124809250493,403524000
2019-03-07,3.7049405574798584,3.7602938815152305,3.658771558436786,3.7506131513085164,450104000
2019-03-08,3.739194869995117,3.7498684099135606,3.594233904652857,3.6155809844897435,422416000
2019-03-11,3.9998257160186768,4.022661770042597,3.715613094401155,3.7627751278545865,859728000
2019-03-12,4.034080505371094,4.080497342102679,3.9514227815646,4.027626528786553,579576000
2019-03-13,4.185495853424072,4.2147858933207045,4.06411589418024,4.071562683006642,768900000
2019-03-14,4.109538555145264,4.2065929566540365,4.101843685524138,4.194678289276612,519384000
2019-03-15,4.215033054351807,4.25772673185729,4.14925429178952,4.152729364068374,661484000
2019-03-18,4.193686485290527,4.300421402107758,4.166630156329583,4.246557301838009,486992000
2019-03-19,4.361481666564941,4.405913342800424,4.271377893501776,4.28825660897223,854972000
2019-03-20,4.328968524932861,4.44389452982447,4.294217309933381,4.390527049038494,719148000
2019-03-21,4.565769195556641,4.5920808009081115,4.347087205866525,4.352051731169548,824312000
2019-03-22,4.405916213989258,4.587117161557921,4.392015919210651,4.538466129832799,747644000
2019-03-25,4.3135762214660645,4.429494968417297,4.2473012939946,4.36520613460403,525212000
2019-03-26,4.390276908874512,4.511408278972324,4.33393054894447,4.455310476682251,703508000
2019-03-27,4.3810930252075195,4.462261069371949,4.311591567668887,4.415844227420007,474372000
2019-03-28,4.3997087478637695,4.465487033207768,4.346589383127301,4.407155060352184,480264000
2019-03-29,4.457049369812012,4.4813753583590294,4.416093213037389,4.4664817800380145,456896000
2019-04-01,4.524564743041992,4.5548475884213175,4.477154617603219,4.548890253033545,483824000
2019-04-02,4.5424370765686035,4.586868778868138,4.505700720884625,4.548642970713842,440920000
2019-04-03,4.681935787200928,4.741012492657299,4.587115546816644,4.592080071330917,783504000
2019-04-04,4.672999382019043,4.71544497188541,4.610199528496859,4.66654540634552,457376000
2019-04-05,4.739770889282227,4.757146724218757,4.679701850039642,4.7161901091758605,481744000
2019-04-08,4.760622024536133,4.785692257812176,4.685162767072555,4.709240190136148,424192000
2019-04-09,4.697822093963623,4.738282068549915,4.655624583170124,4.7271121252974275,439972000
2019-04-10,4.768317222595215,4.794132186225443,4.692610341672005,4.697078225099699,444772000
2019-04-11,4.754415988922119,4.802322749413438,4.705020249878549,4.77079854054169,374600000
2019-04-12,4.7164387702941895,4.797110642459718,4.707751088484751,4.793138927871197,471708000
2019-04-15,4.5846333503723145,4.7137081489376005,4.544918100574246,4.708743624352061,440092000
2019-04-16,4.671759128570557,4.690623944886726,4.591087727512457,4.623852835126191,394964000
2019-04-17,4.648922920227051,4.727608698103153,4.626583031810985,4.706758261832998,351004000
2019-04-18,4.624348163604736,4.689630282756506,4.59654758605925,4.655624286786486,380988000
2019-04-22,4.678212642669678,4.69385046883139,4.569244027924534,4.600767764441382,279936000
2019-04-23,4.732821464538574,4.764097593426897,4.681688182445878,4.691368674829881,346856000
2019-04-24,4.745232582092285,4.785940644030384,4.6824327161213475,4.743246488098934,318204000
2019-04-25,4.639490604400635,4.727360707661919,4.559812014661191,4.705020818802734,499296000
2019-04-26,4.420560836791992,4.490062777866701,4.301663142158741,4.485594420567615,868988000
2019-04-29,4.4513397216796875,4.479140304941098,4.356270911723266,4.428503190112689,391920000
2019-04-30,4.49279260635376,4.518359011805248,4.39995797279976,4.419070874191893,362920000
2019-05-01,4.479637622833252,4.587365372671085,4.479389065128641,4.545167849520109,354280000
2019-05-02,4.547152996063232,4.588853872897308,4.446127319368874,4.489317648502222,394684000
2019-05-03,4.542684555053711,4.5655206114381555,4.481125584300073,4.5555920353623955,336824000
2019-05-06,4.4642462730407715,4.4764090256840605,4.319037020394975,4.356270004284666,422176000
2019-05-07,4.296946048736572,4.415843712232229,4.248791202521124,4.415843712232229,555220000
2019-05-08,4.317052364349365,4.3972276000992485,4.257479482131573,4.269394153263768,419168000
2019-05-09,4.224466323852539,4.257728078645008,4.105569102782196,4.248047584726545,660248000
2019-05-10,4.190457820892334,4.259214994736796,4.070815471409365,4.193684808091247,569500000
2019-05-13,3.9330546855926514,4.081490705335074,3.9171685381800976,4.058406091894591,656912000
2019-05-14,4.022165775299072,4.057413141460119,3.9340473598964554,3.9727695617697214,524880000
2019-05-15,3.961103677749634,3.9975919404015254,3.9072398152086056,3.9665643709042584,502320000
2019-05-16,3.9762449264526367,4.018939082442502,3.913197212909019,3.9556428112474094,781088000
2019-05-17,3.8853960037231445,4.063618450101648,3.8459290769068963,3.93429557410295,1022068000
2019-05-20,3.7667465209960938,3.8417091310435936,3.7419243737628203,3.7866041440940967,572064000
2019-05-21,3.848907709121704,3.8647938563869233,3.7888384293040094,3.827560868877688,361848000
2019-05-22,3.777916431427002,3.8362481691907617,3.766994573110973,3.8101851278670194,325868000
2019-05-23,3.656785488128662,3.7156136414344476,3.596964287794492,3.7156136414344476,591844000
2019-05-24,3.602921724319458,3.7108975416698278,3.5962196627562553,3.6756501708504663,357584000
2019-05-28,3.5577449798583984,3.653309942814529,3.555759122780061,3.6205448397120326,428356000
2019-05-29,3.483527898788452,3.5450864050798443,3.448776930567127,3.5100873526172953,559800000
2019-05-30,3.456937313079834,3.5225423179781874,3.418667647891877,3.486757748307108,394300000
2019-05-31,3.3662331104278564,3.4753263352677224,3.364493591022383,3.4079818131509665,389720000
2019-06-03,3.3244850635528564,3.4161828688993725,3.295161597313659,3.3774162284144906,478644000
2019-06-04,3.553605556488037,3.558824115253672,3.3664820690651194,3.388598851975445,641836000
2019-06-05,3.5108633041381836,3.6328787675267464,3.4745817560377006,3.627411603774689,511616000
2019-06-06,3.572988748550415,3.5975906262764936,3.5126022998598807,3.515087395466578,408140000
2019-06-07,3.615731716156006,3.6500251379808932,3.5598182450382985,3.5789531985054914,348856000
2019-06-10,3.6885433197021484,3.7571303986218307,3.6718934624785766,3.6718934624785766,402780000
2019-06-11,3.7461965084075928,3.7862057016855193,3.706684523933649,3.7484330000582986,383872000
2019-06-12,3.633126735687256,3.708920495728351,3.6179680310773907,3.7027077564674094,358892000
2019-06-13,3.684319019317627,3.7027081607576333,3.637600115542943,3.6552439177836713,308080000
2019-06-14,3.5943596363067627,3.6154824731097293,3.5496291043059283,3.5911292018975214,394428000
2019-06-17,3.6040518283843994,3.6410789481356645,3.569758171678047,3.5926205304850263,276040000
2019-06-18,3.7991273403167725,3.8545435993309813,3.6544981372784355,3.6654322264627153,581920000
2019-06-19,3.8050918579101562,3.8458463883262985,3.7789988246748205,3.834415326255353,331644000
2019-06-20,3.8294453620910645,3.909712116724747,3.8150322314507834,3.895795957900779,350168000
2019-06-21,3.771294593811035,3.8637382047995343,3.7648334875858107,3.814534450544001,434428000
2019-06-24,3.7936599254608154,3.8232319932579597,3.745450115316913,3.7926659820532356,282948000
2019-06-25,3.7643370628356934,3.873678912841051,3.7616035995326857,3.7986307227800666,311868000
2019-06-26,3.957672595977783,4.018804857830017,3.8788970084624843,3.8918192212461324,584072000
2019-06-27,4.056328296661377,4.07546300952276,4.007372913508341,4.043406085198907,445440000
2019-06-28,4.081179618835449,4.109509142965526,4.034460954052617,4.1003143356473615,397668000
2019-07-01,4.129388332366943,4.322724283886652,4.091864010946993,4.2884306336317985,709756000
2019-07-02,4.0314788818359375,4.133862657230462,4.018308299554402,4.112739578115169,400228000
2019-07-03,4.044399738311768,4.060552619976566,3.9845105086691075,4.054836853668992,246636000
2019-07-05,3.981778383255005,3.990475982306691,3.9184096198971794,3.986002999077767,396552000
2019-07-08,3.9067299365997314,3.9410235978499326,3.8766611281463246,3.92213724742181,329788000
2019-07-09,3.909214496612549,3.937295414007665,3.8518101139916956,3.8644837226772157,342860000
2019-07-10,3.9775538444519043,4.034957999304582,3.938787199077901,3.9527033578300648,452076000
2019-07-11,4.132122039794922,4.172876560811911,4.013337041457255,4.05061252377747,682560000
2019-07-12,4.1651740074157715,4.2362464261127695,4.159955447992416,4.159955447992416,506392000
2019-07-15,4.156724452972412,4.202449173219055,4.128395403436278,4.186296761391783,289840000
2019-07-16,4.152002811431885,4.179089548151667,4.096337711827216,4.141814061497007,341444000
2019-07-17,4.2173590660095215,4.224317143574919,4.12441848826201,4.153741950568611,348204000
2019-07-18,4.229039669036865,4.29191122593789,4.171138304345604,4.227797357976233,442192000
2019-07-19,4.185800075531006,4.273770487668284,4.179835939624781,4.267309616926987,344896000
2019-07-22,4.2573676109313965,4.270289821475969,4.199714635118426,4.2071699206576385,315940000
2019-07-23,4.365218162536621,4.367206049034901,4.280975191891583,4.29663133851168,428176000
2019-07-24,4.439769268035889,4.44548503438826,4.332415809815378,4.4084579217188145,366236000
2019-07-25,4.308560371398926,4.410944139259118,4.285201039379807,4.398270292722599,392700000
2019-07-26,4.350557327270508,4.397275987465649,4.335647227502245,4.335647227502245,274160000
2019-07-29,4.344344139099121,4.360497021120779,4.256125391259245,4.34335019580268,248160000
2019-07-30,4.360000133514404,4.372176769263432,4.283460806251316,4.297874170069618,197772000
2019-07-31,4.192756175994873,4.329433554520233,4.150510509757347,4.328439137352237,359416000
2019-08-01,4.098327159881592,4.293651084073809,4.046141085535,4.203195569461062,421212000
2019-08-02,4.00563383102417,4.074966719270117,3.9581698316967517,4.00563383102417,428348000
2019-08-05,3.747190237045288,3.823232365948057,3.7002229700783498,3.8219898180715823,589156000
2019-08-06,3.785956382751465,3.8674656693604224,3.7382437799019708,3.821989557739536,361272000
2019-08-07,3.8242268562316895,3.8361551279579045,3.707678550460777,3.7250737492350003,372560000
2019-08-08,3.9328229427337646,3.9340654907259354,3.8244752699294944,3.8818796600137353,309300000
2019-08-09,3.831432819366455,3.8952983079850005,3.7809865154195337,3.8918192688846447,341816000
2019-08-12,3.7635915279388428,3.8314330311372755,3.7417231116766367,3.7792472047557633,279200000
2019-08-13,3.877903461456299,3.923876789789998,3.7230857241134387,3.762100736203237,351956000
2019-08-14,3.729297637939453,3.800866780355835,3.685561045125781,3.78968408704129,419880000
2019-08-15,3.6969919204711914,3.7680640875982334,3.6626985031530666,3.7481837975894,477200000
2019-08-16,3.96512770652771,4.014331222872721,3.8985285216837013,3.959909148173061,1007960000
2019-08-19,4.243948936462402,4.2598534536068735,4.0622928549935535,4.078445739504549,815112000
2019-08-20,4.17163610458374,4.238980654427718,4.150513021689377,4.238483445542804,463188000
2019-08-21,4.25513219833374,4.3103000960193425,4.216117187317563,4.23773700068217,427244000
2019-08-22,4.2613444328308105,4.307317514898693,4.222080587271448,4.264823471755045,303488000
2019-08-23,4.036695957183838,4.239226704906429,4.0168156703755935,4.184804401994482,568056000
2019-08-26,4.1114959716796875,4.139577121189208,4.07322654790724,4.115472218843759,318208000
2019-08-27,4.020792484283447,4.152499225215621,3.9914690215577684,4.1497657624163615,290968000
2019-08-28,4.010345458984375,4.063080406424705,3.9551229558356753,3.9944256717940916,255612000
2019-08-29,4.154122829437256,4.186460102304133,4.098402629564038,4.101885112402821,357976000
2019-08-30,4.16680908203125,4.250140538122573,4.148650352270532,4.200390372594672,290616000
2019-09-03,4.083727836608887,4.127010274272091,4.060843076800861,4.093926675536475,296140000
2019-09-04,4.197903156280518,4.2053658240488945,4.144421890072433,4.144421890072433,227728000
2019-09-05,4.4710307121276855,4.4772493644283475,4.29839822936965,4.3001394709919465,695676000
2019-09-06,4.4439167976379395,4.504611642699052,4.405858094235799,4.4476478942215945,376976000
2019-09-09,4.48993444442749,4.5764997573509385,4.473516958701906,4.4750095868004145,417524000
2019-09-10,4.556600093841553,4.583215941480277,4.447398636747331,4.457099771131248,352812000
2019-09-11,4.585206985473633,4.633464526154595,4.542173169848685,4.5712770519909265,361512000
2019-09-12,4.583713054656982,4.68644675935465,4.575753162707502,4.631721968442757,327840000
2019-09-13,4.525754451751709,4.5541120119795115,4.481974333797242,4.517048245688697,324592000
2019-09-16,4.48272180557251,4.517298025567876,4.440185691471234,4.4506331414451346,231832000
2019-09-17,4.504114151000977,4.508342948291427,4.442921608587003,4.489437904329208,223048000
2019-09-18,4.4770002365112305,4.512820470521884,4.390435382664613,4.497149296062006,258152000
2019-09-19,4.4013800621032715,4.501377611612964,4.390683525912575,4.482969795639282,245476000
2019-09-20,4.2956624031066895,4.424017555538265,4.285464039130699,4.400386482518857,350244000
2019-09-23,4.349142074584961,4.394663436350131,4.29217833769143,4.295909907969017,249712000
2019-09-24,4.291681289672852,4.410086178261831,4.256110147899171,4.380485074727759,317268000
2019-09-25,4.433468341827393,4.453119696651722,4.246408262882595,4.291183309539485,308432000
2019-09-26,4.411330223083496,4.432474209776982,4.3603365162321746,4.423768001859884,234564000
2019-09-27,4.272526741027832,4.420284089042442,4.211831444025758,4.369539011843282,362056000
2019-09-30,4.329988479614258,4.34018731442526,4.26705470386503,4.298397522363803,186184000
2019-10-01,4.328246593475342,4.502371650029724,4.323520571033126,4.3531216693334835,366008000
2019-10-02,4.304368019104004,4.318297951275508,4.231981714896169,4.306357873856296,293372000
2019-10-03,4.510083198547363,4.516301849271386,4.278497172591459,4.308844586664904,450588000
2019-10-04,4.526500701904297,4.5558531889176725,4.447149446804355,4.512321684764111,265524000
2019-10-07,4.585206985473633,4.684955462499203,4.5827194295727525,4.5914256379994445,480984000
2019-10-08,4.408594608306885,4.493418230078482,4.3904358760180395,4.493418230078482,444436000
2019-10-09,4.495158672332764,4.544660222711338,4.456602746268734,4.485457537510072,292412000
2019-10-10,4.552868366241455,4.603862066367149,4.487696122078728,4.492919846140023,309124000
2019-10-11,4.626498699188232,4.709829671336126,4.618041105588354,4.636946147357723,446404000
2019-10-14,4.6399312019348145,4.660826099501941,4.586698556220997,4.617792289349046,200040000
2019-10-15,4.884702205657959,4.957337614816243,4.716298490054575,4.730228899990341,664124000
2019-10-16,4.830970764160156,4.955594777980669,4.819528388617898,4.850622120157369,428944000
2019-10-17,4.8329620361328125,4.9205218228371015,4.778485367554893,4.87549815151355,263436000
2019-10-18,4.738436222076416,4.866045026889002,4.664060064060241,4.83345866485696,307440000
2019-10-21,4.87574577331543,4.889178477784607,4.780971951312887,4.799876993071817,261868000
2019-10-22,4.86579704284668,5.037931834764623,4.858085761716375,4.932710542609813,328720000
2019-10-23,4.8528618812561035,4.8670404278582104,4.751869390014268,4.783709441008806,279916000
2019-10-24,4.896891117095947,4.9304719386884015,4.860075950639329,4.894154473238459,232020000
2019-10-25,5.087929725646973,5.108824622675186,4.969773447917292,4.9774847276947565,423092000
2019-10-28,5.143899440765381,5.1963853057561336,5.102357778187682,5.131710274242045,330792000
2019-10-29,5.047632694244385,5.136436491779533,5.0282304230784325,5.12996875175571,211236000
2019-10-30,5.04962158203125,5.080218085756033,4.981464083851998,5.074496661019381,205960000
2019-10-31,5.000370502471924,5.049622973167014,4.9205219940757265,5.028728071863545,209732000
2019-11-01,5.03942346572876,5.07176073786102,4.939923144962163,4.965046838364448,283640000
2019-11-04,5.236184597015381,5.248622375242353,5.09738250295255,5.120515868994538,376716000
2019-11-05,5.214046478271484,5.262054929260456,5.166037552829756,5.235936305060283,300868000
2019-11-06,5.164793968200684,5.215538587799784,5.0772337128851825,5.189917664758374,269012000
2019-11-07,5.182454586029053,5.266034650576195,5.137679534505487,5.251358404774702,280340000
2019-11-08,5.168524265289307,5.200115696871531,5.127978013857523,5.165539483490346,189100000
2019-11-11,5.1784749031066895,5.20160826865297,5.081462132826022,5.167778366615428,243436000
2019-11-12,5.214046478271484,5.2700152975952514,5.18170872734986,5.216782647313489,283504000
2019-11-13,5.18817663192749,5.210315072662682,5.121760360816376,5.182703819217081,300188000
2019-11-14,5.21852445602417,5.2207633988215285,5.137183317845568,5.197131853398588,518080000
2019-11-15,5.0792236328125,5.268024498867721,4.9909170704358345,5.216284481565721,1053628000
2019-11-18,5.280462741851807,5.307078592512595,5.068776630520327,5.071761412803243,574588000
2019-11-19,5.17374849319458,5.2729997330803196,5.115541209597761,5.249368666232372,414564000
2019-11-20,5.253101348876953,5.336930053816887,5.138178900795589,5.150865296026588,472588000
2019-11-21,5.228224277496338,5.3043416711211115,5.206583067043269,5.248621947454428,288388000
2019-11-22,5.245885848999023,5.297376776547482,5.222254309204008,5.250860485498195,224100000
2019-11-25,5.502596378326416,5.507571489985604,5.361057630456042,5.373992636098271,506476000
2019-11-26,5.397872447967529,5.489661022292921,5.391404708332853,5.4849345241825445,385244000
2019-11-27,5.4327216148376465,5.477778493171159,5.406334928818144,5.443426042021395,215784000
2019-11-29,5.395384311676025,5.430234847709904,5.371486529936827,5.401856825398284,141556000
2019-12-02,5.2089314460754395,5.40185521984348,5.193746777660884,5.388412602909898,372036000
2019-12-03,5.169352054595947,5.1733347009969775,4.987879552169612,5.025219473595006,465232000
2019-12-04,5.213164806365967,5.275398176470394,5.184537513094282,5.2529941252485655,273424000
2019-12-05,5.1962361335754395,5.250752516142836,5.165617050679697,5.235069779695026,184884000
2019-12-06,5.281619548797607,5.314479223786324,5.255481656559411,5.265439220156495,232236000
2019-12-09,5.281619548797607,5.3363851989760365,5.250005281462674,5.2587179122087395,211880000
2019-12-10,5.3266777992248535,5.378455999077606,5.258967589908185,5.311741451326898,256388000
2019-12-11,5.410317420959473,5.415794270108829,5.334641942158276,5.3371313327165835,233796000
2019-12-12,5.577849388122559,5.596021511007637,5.3724796623016635,5.381441088041297,404348000
2019-12-13,5.575859546661377,5.700077456204017,5.521840756864818,5.580838328862524,454704000
2019-12-16,5.604736328125,5.677176051341248,5.5952768306836145,5.623406526307511,320976000
2019-12-17,5.682900905609131,5.705553747044424,5.613946245035569,5.623405741156201,321196000
2019-12-18,5.713270664215088,5.773761489575081,5.70928754358947,5.717751378167163,343548000
2019-12-19,5.861386775970459,5.874829394706986,5.742894497978565,5.747873280829343,445360000
2019-12-20,5.958719730377197,5.984110762342389,5.908684056525713,5.927851847546802,603044000
2019-12-23,5.945027828216553,6.0194588663588044,5.934323873662012,5.987346527892371,355060000
2019-12-24,5.940047264099121,5.957223725410689,5.895239186730278,5.929592109353413,138864000
2019-12-26,5.954238414764404,5.9823676319209165,5.924614993192397,5.943533985610506,182852000
2019-12-27,5.896485805511475,5.982865729966805,5.870098639700798,5.969423112990972,254644000
2019-12-30,5.783221244812012,5.879807532386408,5.751855770938896,5.874579953407556,258056000
2019-12-31,5.8574042320251465,5.866863729686001,5.728705589378045,5.747873381405786,231004000
2020-01-02,5.972161293029785,5.972161293029785,5.892751948637045,5.943285210959953,237536000
2020-01-03,5.8765716552734375,5.920384087732343,5.827531643498655,5.852425081823098,205384000
2020-01-06,5.901214122772217,5.906441700582744,5.757082063251852,5.783219952304488,262636000
2020-01-07,5.972660064697266,6.018463821694809,5.884537603686684,5.929594495787138,314856000
2020-01-08,5.983861446380615,6.025184484363847,5.928349401284013,5.968427506304748,277108000
2020-01-09,6.049579620361328,6.122019332386319,5.9958101036344775,6.070241138559637,255112000
2020-01-10,6.0819411277771,6.187240048138393,6.067752120336746,6.156870235432352,316296000
2020-01-13,6.272624492645264,6.2977667270316795,6.142432131580578,6.165085449519322,319840000
2020-01-14,6.155625343322754,6.255198609471692,6.142431523520895,6.229807106111832,359088000
2020-01-15,6.113057613372803,6.190724906446036,6.087168515681725,6.168320861336342,263104000
2020-01-16,6.1966986656188965,6.20267310864171,6.143177949858142,6.166577653863015,284192000
2020-01-17,6.205411434173584,6.223334763640799,6.15786516037779,6.215866590995436,253792000
2020-01-21,6.172055244445801,6.205661312431895,6.137951108313541,6.16881898850275,217916000
2020-01-22,6.226073741912842,6.312702466469189,6.198442116859232,6.217361110121417,239240000
2020-01-23,6.294529914855957,6.302993749399397,6.177282588572863,6.266151901673398,244516000
2020-01-24,6.235284328460693,6.459822377522355,6.181016740859083,6.410035504074438,373512000
2020-01-27,5.9793806076049805,6.030411937538711,5.780980460009184,5.930589397272543,470536000
2020-01-28,6.1728010177612305,6.205162147061076,5.992074957489836,6.045346873583328,310976000
2020-01-29,6.112311363220215,6.194459372234449,6.072481579489457,6.158363912642621,258848000
2020-01-30,6.11903190612793,6.132474522783302,5.959465881327927,6.0144798564624296,290504000
2020-01-31,5.885532855987549,6.085177473421294,5.843712223081829,6.073228585504566,370420000
2020-02-03,5.982616901397705,6.002033487145039,5.8611371803331815,5.867360420646927,255564000
2020-02-04,6.151890754699707,6.1710590171259705,6.07447273945635,6.124508404438751,271544000
2020-02-05,6.242252826690674,6.28307778651795,6.158859906355454,6.272871427860458,208220000
2020-02-06,6.32913064956665,6.32913064956665,6.195453743306459,6.276606073914962,218284000
2020-02-07,6.262916088104248,6.311209232941691,6.237524582680928,6.289053983566939,189752000
2020-02-10,6.546202182769775,6.546948572779243,6.28058989680513,6.285568679018412,529608000
2020-02-11,6.668677806854248,6.783436232725443,6.5925042350707015,6.654488798307452,638556000
2020-02-12,6.784430980682373,6.790903492342867,6.682617118783426,6.721450764338016,374644000
2020-02-13,6.74061918258667,6.807831322493325,6.699047345448062,6.726430174625478,528016000
2020-02-14,7.213841438293457,7.342788859581885,7.1194957464110455,7.150861219880521,1041924000
2020-02-18,7.382616996765137,7.401038393171801,7.091116132511741,7.1105327154452445,620164000
2020-02-19,7.833934307098389,7.8516088414469225,7.505093482457831,7.505093482457831,694332000
2020-02-20,7.68457555770874,7.8742626238608375,7.3771426051316435,7.785891365969586,810052000
2020-02-21,7.320385932922363,7.597449081982176,7.235499724404231,7.572306845069844,768180000
2020-02-24,6.802853107452393,7.016687229876197,6.671416276120742,6.725932667534307,856916000
2020-02-25,6.523298740386963,6.940013135718908,6.421484896442499,6.878028591760105,1055496000
2020-02-26,6.662701606750488,6.856869809503724,6.522054592222937,6.5235478468113515,747732000
2020-02-27,6.291819095611572,6.6504977486511425,6.199409488033335,6.349107911870958,906416000
2020-02-28,6.726966857910156,6.786497617950516,6.022562209402907,6.039250585827932,1133252000
2020-03-02,6.885382652282715,6.914276483358853,6.5010488055819176,6.897089742048544,890744000
2020-03-03,6.6228508949279785,7.000957821431497,6.5374155447634985,6.941178113395361,652792000
2020-03-04,7.086641311645508,7.096106466640253,6.655479581012749,6.730204563879715,597408000
2020-03-05,6.8071699142456055,7.054010265920702,6.7625839721974765,6.8871251152401065,540328000
2020-03-06,6.626585483551025,6.685119975650796,6.426323102976451,6.62758174053055,515412000
2020-03-09,6.113476753234863,6.461195656847714,5.932643026719614,5.9754849320614145,614160000
2020-03-10,6.503040790557861,6.503040790557861,6.127175872348924,6.389957305900693,580648000
2020-03-11,6.139131546020508,6.391452048128108,6.041989596972966,6.363056584922278,499964000
2020-03-12,5.387899875640869,5.881331708270247,5.375196528899273,5.615809954885385,816540000
2020-03-13,5.998897552490234,6.003380946123381,5.470096072412743,5.741346375628971,634836000
2020-03-16,4.891976833343506,5.6317516611543175,4.832197130858555,5.2907576038362425,726972000
2020-03-17,5.411810398101807,5.501231223478114,4.757471536800723,5.004311876934305,833632000
2020-03-18,5.051887035369873,5.2292336038861995,4.500419131132714,4.984136810345993,874268000
2020-03-19,5.304705619812012,5.398360421718481,4.817002462405313,5.030465592002757,765512000
2020-03-20,5.124869346618652,5.73686436466875,5.109426173092745,5.454903162780322,804636000
2020-03-23,5.297730922698975,5.392133512073568,4.944781368645172,5.123871498275957,643876000
2020-03-24,6.206634044647217,6.293315074323721,5.680323278059523,5.70398593115428,1101644000
2020-03-25,6.117959499359131,6.521472557882373,6.069139106484016,6.321708542587317,793432000
2020-03-26,6.407393932342529,6.5314367282175265,6.227058097982581,6.325196309365802,696108000
2020-03-27,6.29505729675293,6.55385370240851,6.1941787918144025,6.227057648597609,638828000
2020-03-30,6.615377426147461,6.624593635536396,6.316478448251134,6.360566030862803,602252000
2020-03-31,6.56580924987793,6.859726425112722,6.420095864659736,6.655478550310058,949960000
